Year,Department Title,Job Class Title,Regular Pay,Actual Earnings,Department #
2012,Harbor,Sr Painter Ii,84251.00,83078.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,59045.00,3201
2012,Harbor,Environmental Spec Ii,91079.00,89901.00,3201
2012,Harbor,Port Police Lieutenant,119329.00,169205.00,3201
2012,Harbor,Gardener Caretaker,51447.00,50265.00,3201
2012,Harbor,Clerk Typist,48766.00,47582.00,3201
2012,Harbor,Sr Gardener,57647.00,56460.00,3201
2012,Harbor,Port Police Officer Iii,88656.00,137068.00,3201
2012,Harbor,Port Police Sergeant,107636.00,155914.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,62397.00,3201
2012,Harbor,Port Police Officer Iii,88618.00,135681.00,3201
2012,Harbor,Gardener Caretaker,51447.00,50232.00,3201
2012,Harbor,Mech Repair Gen Supvr,122089.00,167512.00,3201
2012,Harbor,Civil Engrg Assoc Iv,110226.00,155493.00,3201
2012,Harbor,Management Analyst Ii,85838.00,84615.00,3201
2012,Harbor,Port Police Officer Iii,95395.00,139175.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,124366.00,3201
2012,Harbor,Port Police Lieutenant,119329.00,161104.00,3201
2012,Harbor,Port Police Officer Ii,84131.00,125723.00,3201
2012,Harbor,Port Police Officer Iii,95554.00,137063.00,3201
2012,Harbor,Storekeeper Ii,60222.00,58979.00,3201
2012,Harbor,Mech Engrg Assc Iv,110226.00,151613.00,3201
2012,Harbor,Graphics Supervisor I,101059.00,99807.00,3201
2012,Harbor,Port Police Officer Ii,81729.00,121108.00,3201
2012,Harbor,Ship Carpenter,80872.00,120249.00,3201
2012,Harbor,Civil Engrg Assoc Ii,86276.00,60699.00,3201
2012,Harbor,Systems Programmer Ii,114631.00,153609.00,3201
2012,Harbor,Port Police Officer Iii,92952.00,131797.00,3201
2012,Harbor,Port Police Lieutenant,119042.00,157869.00,3201
2012,Harbor,Info System Mgr I,134732.00,133458.00,3201
2012,Harbor,Management Analyst Ii,85838.00,84549.00,3201
2012,Harbor,Port Police Officer Iii,88618.00,126155.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,119750.00,3201
2012,Harbor,Port Police Sergeant,96340.00,133261.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,122225.00,3201
2012,Harbor,Port Pilot Ii,227676.00,263375.00,3201
2012,Harbor,Gardener Caretaker,51447.00,50132.00,3201
2012,Harbor,Port Police Sergeant,118806.00,154215.00,3201
2012,Harbor,Port Police Officer Iii,87186.00,122167.00,3201
2012,Harbor,Gardener Caretaker,51447.00,50121.00,3201
2012,Harbor,Sr Personnel Analyst Ii,126888.00,125554.00,3201
2012,Harbor,Traf Manager,177276.00,151124.00,3201
2012,Harbor,Sr Personnel Analyst I,102521.00,101179.00,3201
2012,Harbor,Port Police Officer Iii,86372.00,120407.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,109075.00,3201
2012,Harbor,Electrcl Engrg Assc Iv,110226.00,144170.00,3201
2012,Harbor,Port Police Officer Ii,80440.00,114333.00,3201
2012,Harbor,Matl Tst Technician Ii,69134.00,67784.00,3201
2012,Harbor,Real Estate Assoc Ii,69342.00,102425.00,3201
2012,Harbor,Architectural Assoc Iv,110226.00,143219.00,3201
2012,Harbor,Electrcl Engrg Assc Iv,110226.00,143079.00,3201
2012,Harbor,Harbor Pln/Econ Anal Ii,100516.00,99137.00,3201
2012,Harbor,Port Police Officer Iii,95553.00,127884.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,58829.00,3201
2012,Harbor,Port Police Officer Ii,87036.00,118928.00,3201
2012,Harbor,Security Officer,42031.00,15334.00,3201
2012,Harbor,Historic Site Curator,66795.00,65410.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,58829.00,3201
2012,Harbor,Sr Clerk Steno,60222.00,58829.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,58829.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,105404.00,3201
2012,Harbor,Port Police Officer Iii,89432.00,119659.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,58829.00,3201
2012,Harbor,Management Analyst Ii,85838.00,115915.00,3201
2012,Harbor,Port Police Officer Ii,84904.00,114944.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,111996.00,3201
2012,Harbor,Ship Carpenter,76656.00,105205.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,114735.00,3201
2012,Harbor,Port Police Officer Ii,82184.00,110622.00,3201
2012,Harbor,Port Police Officer Ii,90529.00,118853.00,3201
2012,Harbor,Ship Carpenter,76656.00,104955.00,3201
2012,Harbor,Machinist,94769.00,118248.00,3201
2012,Harbor,Matl Tst Engrg Assc Iii,101435.00,74230.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,62192.00,3201
2012,Harbor,Sr Computer Operator Ii,77386.00,50066.00,3201
2012,Harbor,Matl Tst Technician Ii,69134.00,67726.00,3201
2012,Harbor,Port Police Officer Ii,81999.00,109690.00,3201
2012,Harbor,Clerk Typist,44955.00,43544.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,153175.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,102590.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,58801.00,3201
2012,Harbor,Custodian/Hb,42030.00,40251.00,3201
2012,Harbor,Sr Computer Operator Ii,79324.00,106040.00,3201
2012,Harbor,Port Police Sergeant,104588.00,131058.00,3201
2012,Harbor,Port Police Officer Iii,91061.00,117373.00,3201
2012,Harbor,Sr Accountant Ii,84668.00,83235.00,3201
2012,Harbor,Wharfinger I,72451.00,71009.00,3201
2012,Harbor,Port Police Officer Ii,92758.00,118328.00,3201
2012,Harbor,Port Police Officer Iii,84940.00,110341.00,3201
2012,Harbor,Port Electrical Mechanic,108745.00,134138.00,3201
2012,Harbor,Management Analyst Ii,85838.00,84389.00,3201
2012,Harbor,Management Analyst Ii,85838.00,84389.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,107906.00,3201
2012,Harbor,Port Police Officer Ii,81999.00,107115.00,3201
2012,Harbor,Port Police Officer Ii,91301.00,116395.00,3201
2012,Harbor,Procurement Supervisor,101372.00,99922.00,3201
2012,Harbor,Civil Engineer,110226.00,135242.00,3201
2012,Harbor,Port Police Sergeant,96340.00,121205.00,3201
2012,Harbor,Port Police Officer Ii,84904.00,109759.00,3201
2012,Harbor,Port Police Sergeant,110173.00,134504.00,3201
2012,Harbor,Port Police Sergeant,94753.00,118785.00,3201
2012,Harbor,Port Police Officer Ii,84904.00,108901.00,3201
2012,Harbor,Port Police Officer Iii,88618.00,112240.00,3201
2012,Harbor,Property Manager Iv,168566.00,192140.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,62104.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,106302.00,3201
2012,Harbor,Port Police Officer Ii,88397.00,111905.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,62104.00,3201
2012,Harbor,Port Police Officer Ii,84131.00,107572.00,3201
2012,Harbor,Port Police Officer Iii,89432.00,112810.00,3201
2012,Harbor,Gardener Caretaker,51447.00,49956.00,3201
2012,Harbor,Info System Mgr I,134732.00,133240.00,3201
2012,Harbor,Port Police Officer Ii,84904.00,107862.00,3201
2012,Harbor,Plumber Supervisor,92875.00,63999.00,3201
2012,Harbor,Harbor Pln/Econ Anal I,90661.00,89159.00,3201
2012,Harbor,Plumber Supervisor,96351.00,119215.00,3201
2012,Harbor,Boat Captain Ii - Harbor,94136.00,116993.00,3201
2012,Harbor,Port Police Sergeant,115757.00,138606.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,97919.00,3201
2012,Harbor,Port Police Officer Iii,95553.00,118071.00,3201
2012,Harbor,Port Police Officer Iii,97800.00,120300.00,3201
2012,Harbor,Port Police Sergeant,115757.00,138157.00,3201
2012,Harbor,Port Police Officer Iii,91061.00,113128.00,3201
2012,Harbor,Field Engineer Aide,76275.00,74766.00,3201
2012,Harbor,Environmental Spec Iii,101435.00,123424.00,3201
2012,Harbor,Port Police Officer Ii,79709.00,101691.00,3201
2012,Harbor,Port Police Officer Ii,73456.00,95359.00,3201
2012,Harbor,Clerk Typist,51448.00,49933.00,3201
2012,Harbor,Clerk Typist,48766.00,47249.00,3201
2012,Harbor,Mech Helper,54172.00,24856.00,3201
2012,Harbor,Port Police Officer Ii,88397.00,109538.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,107268.00,3201
2012,Harbor,Clerk Typist,50071.00,48542.00,3201
2012,Harbor,Sr Personnel Analyst I,102521.00,73158.00,3201
2012,Harbor,Gardener Caretaker,51447.00,49919.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,103304.00,3201
2012,Harbor,Port Police Officer Iii,87028.00,107479.00,3201
2012,Harbor,Financial Manager I,118878.00,117332.00,3201
2012,Harbor,Maint & Constr Helper,55692.00,76078.00,3201
2012,Harbor,Elevator Mechanic,89593.00,109956.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,120867.00,3201
2012,Harbor,Sr Mgmt Analyst I,101372.00,99812.00,3201
2012,Harbor,Maint & Constr Helper,55692.00,75350.00,3201
2012,Harbor,Accounting Clerk Ii,67088.00,65519.00,3201
2012,Harbor,Port Police Officer Iii,93110.00,112663.00,3201
2012,Harbor,Pr Clerk,67714.00,87021.00,3201
2012,Harbor,Clerk Typist,48766.00,47168.00,3201
2012,Harbor,Port Police Sergeant,107636.00,126790.00,3201
2012,Harbor,Financial Manager I,118878.00,117298.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,93995.00,3201
2012,Harbor,Port Police Officer Ii,81999.00,100817.00,3201
2012,Harbor,Custodial Svcs Asst/Hb,33836.00,32250.00,3201
2012,Harbor,Wharfinger I,72451.00,70858.00,3201
2012,Harbor,Maint & Constr Helper,50070.00,48474.00,3201
2012,Harbor,Programmer/Analyst Iv,100850.00,27048.00,3201
2012,Harbor,Matl Tst Technician Ii,69134.00,67529.00,3201
2012,Harbor,Port Police Officer Ii,84316.00,102499.00,3201
2012,Harbor,Sr Systems Analyst I,101498.00,99886.00,3201
2012,Harbor,Programmer/Analyst V,108722.00,126576.00,3201
2012,Harbor,Sr Clerk Typist,58610.00,56992.00,3201
2012,Harbor,Port Police Lieutenant,115947.00,133701.00,3201
2012,Harbor,Port Police Officer Ii,84904.00,102643.00,3201
2012,Harbor,Sr Mgmt Analyst I,101372.00,99752.00,3201
2012,Harbor,Security Officer,58060.00,75796.00,3201
2012,Harbor,Port Police Sergeant,112965.00,130666.00,3201
2012,Harbor,Management Assistant,61011.00,59384.00,3201
2012,Harbor,Port Police Lieutenant,119329.00,136873.00,3201
2012,Harbor,Sr Architect Draft Tech,70741.00,39755.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,103399.00,3201
2012,Harbor,Clerk Typist,40319.00,57405.00,3201
2012,Harbor,Pr Clerk,67714.00,66070.00,3201
2012,Harbor,Machinist,89829.00,106837.00,3201
2012,Harbor,Civil Engrg Assoc Iii,90995.00,107714.00,3201
2012,Harbor,Equipmnt Mechanic,72622.00,70967.00,3201
2012,Harbor,Port Police Officer Ii,80639.00,97202.00,3201
2012,Harbor,Pr Clerk,67714.00,66051.00,3201
2012,Harbor,Sr Personnel Analyst I,102521.00,100853.00,3201
2012,Harbor,Port Police Officer Ii,79866.00,96295.00,3201
2012,Harbor,Boat Captain Ii - Harbor,89228.00,105480.00,3201
2012,Harbor,Port Police Officer Ii,82460.00,98691.00,3201
2012,Harbor,Port Police Officer Ii,84131.00,100226.00,3201
2012,Harbor,Environmental Spec Iii,101435.00,117499.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,61898.00,3201
2012,Harbor,Wharfinger I,72451.00,70758.00,3201
2012,Harbor,Port Police Officer Ii,89169.00,105153.00,3201
2012,Harbor,Mech Repair Gen Supvr,122089.00,137961.00,3201
2012,Harbor,Civil Engrg Assoc Iv,110226.00,108523.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,112668.00,128409.00,3201
2012,Harbor,Survey Party Chief Ii,100015.00,98301.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,75753.00,3201
2012,Harbor,Port Police Lieutenant,122425.00,137933.00,3201
2012,Harbor,Pr Clerk,79254.00,94687.00,3201
2012,Harbor,Port Electrical Mechanic,108745.00,124032.00,3201
2012,Harbor,Painter Supvr Ii Harbor,87919.00,103196.00,3201
2012,Harbor,Systems Analyst Ii,85838.00,101061.00,3201
2012,Harbor,Wharfinger I,74443.00,72704.00,3201
2012,Harbor,Sheet Metal Worker,80775.00,95763.00,3201
2012,Harbor,Civil Engrg Assoc Iii,96069.00,110896.00,3201
2012,Harbor,Constr Inspector,96944.00,111738.00,3201
2012,Harbor,Structrl Engrg Assc Iv,110226.00,125007.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,140315.00,3201
2012,Harbor,Plumber,83907.00,98548.00,3201
2012,Harbor,Security Officer,50804.00,65433.00,3201
2012,Harbor,Sr Real Estate Officer,104316.00,102550.00,3201
2012,Harbor,Sr Security Officer,58999.00,73626.00,3201
2012,Harbor,Security Officer,58060.00,72646.00,3201
2012,Harbor,Management Analyst Ii,85838.00,100264.00,3201
2012,Harbor,Wharfinger I,76435.00,74649.00,3201
2012,Harbor,Harbor Engineer I,148013.00,162225.00,3201
2012,Harbor,Port Police Officer Ii,89169.00,103328.00,3201
2012,Harbor,Port Police Officer Iii,84126.00,98259.00,3201
2012,Harbor,Port Police Officer Iii,95553.00,109639.00,3201
2012,Harbor,Equip Repair Supvr,87984.00,102062.00,3201
2012,Harbor,Machinist,89829.00,103900.00,3201
2012,Harbor,Security Officer,49444.00,47639.00,3201
2012,Harbor,Sr Mgmt Analyst I,101372.00,99565.00,3201
2012,Harbor,Sr Constr Inspector,104603.00,118498.00,3201
2012,Harbor,Port Police Sergeant,116013.00,129850.00,3201
2012,Harbor,Roofer Supvr,78780.00,92595.00,3201
2012,Harbor,Port Police Officer Ii,82771.00,96548.00,3201
2012,Harbor,Boat Captain Ii,86780.00,100537.00,3201
2012,Harbor,Management Analyst Ii,85838.00,84009.00,3201
2012,Harbor,Heavy Duty Equip Mech,75540.00,42772.00,3201
2012,Harbor,Maint & Constr Helper,51447.00,64765.00,3201
2012,Harbor,Constr & Maint Supv Ii,112785.00,126093.00,3201
2012,Harbor,Sheet Metal Worker,80775.00,94069.00,3201
2012,Harbor,Sr Build Operatng Engr,100053.00,113273.00,3201
2012,Harbor,Wharfinger Ii,82577.00,95776.00,3201
2012,Harbor,Build Operating Engr,85690.00,98809.00,3201
2012,Harbor,Security Officer,49410.00,62450.00,3201
2012,Harbor,Matl Tst Technician Ii,69134.00,67267.00,3201
2012,Harbor,Plumber,83907.00,96813.00,3201
2012,Harbor,Port Police Officer Ii,79709.00,92598.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,99106.00,3201
2012,Harbor,Port Police Officer Ii,89169.00,101858.00,3201
2012,Harbor,Gardener Caretaker,51447.00,64119.00,3201
2012,Harbor,Port Electrical Mechanic,108745.00,121416.00,3201
2012,Harbor,Port Police Captain,140497.00,153112.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,59808.00,3201
2012,Harbor,Port Electrical Mechanic,108745.00,121244.00,3201
2012,Harbor,Pile Driver Supervisor,92103.00,104566.00,3201
2012,Harbor,Architectural Assoc Iii,101435.00,113872.00,3201
2012,Harbor,Port Police Officer Iii,84126.00,96554.00,3201
2012,Harbor,Civil Engrg Assoc Ii,86276.00,98661.00,3201
2012,Harbor,Port Police Officer Iii,93307.00,105665.00,3201
2012,Harbor,Port Electrical Mech Supv,113798.00,125972.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,113005.00,3201
2012,Harbor,Port Police Sergeant,110173.00,122287.00,3201
2012,Harbor,Clerk Typist,51448.00,63562.00,3201
2012,Harbor,Electrician,80496.00,92534.00,3201
2012,Harbor,Air Cond Mechanic,83907.00,95903.00,3201
2012,Harbor,Wharfinger I,72451.00,72065.00,3201
2012,Harbor,Exec Admin Asst Iii,84422.00,82465.00,3201
2012,Harbor,Equipmnt Supervisor,92360.00,104156.00,3201
2012,Harbor,Civil Engrg Assoc Iii,101435.00,101046.00,3201
2012,Harbor,Departmental Audit Mgr,147288.00,145298.00,3201
2012,Harbor,Carpenter,76656.00,79097.00,3201
2012,Harbor,Environmental Spec Iii,101435.00,101046.00,3201
2012,Harbor,Systems Analyst Ii,85838.00,97324.00,3201
2012,Harbor,Port Electrical Mechanic,119261.00,130726.00,3201
2012,Harbor,Machinist,86589.00,7270.00,3201
2012,Harbor,Tree Surgeon Supvsr I,78394.00,89744.00,3201
2012,Harbor,Pr Security Officer,65757.00,77093.00,3201
2012,Harbor,Pr Clerk,67714.00,79036.00,3201
2012,Harbor,Port Police Officer Ii,86264.00,97515.00,3201
2012,Harbor,Port Police Officer Iii,93110.00,104339.00,3201
2012,Harbor,Port Electrical Mech Supv,119580.00,130805.00,3201
2012,Harbor,Sr Painter Ii,84251.00,95446.00,3201
2012,Harbor,Port Police Officer Iii,84126.00,95300.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,111923.00,3201
2012,Harbor,Dir Of Port Con & Mt Ii,155493.00,166432.00,3201
2012,Harbor,Security Officer,49444.00,60322.00,3201
2012,Harbor,Civil Engineer,116288.00,127148.00,3201
2012,Harbor,Pr Clerk,67714.00,78568.00,3201
2012,Harbor,Maintenance Laborer,48594.00,59443.00,3201
2012,Harbor,Maintenance Laborer,48594.00,59374.00,3201
2012,Harbor,Sr Clerk Typist,61878.00,59860.00,3201
2012,Harbor,Port Police Officer Iii,90864.00,101554.00,3201
2012,Harbor,Security Officer,42031.00,52716.00,3201
2012,Harbor,Management Analyst Ii,85838.00,96515.00,3201
2012,Harbor,Wharfinger I,72451.00,70455.00,3201
2012,Harbor,Machinist Supervisor,97948.00,108548.00,3201
2012,Harbor,Welder,79734.00,90269.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,111352.00,3201
2012,Harbor,Real Estate Assoc Ii,73205.00,83695.00,3201
2012,Harbor,Civil Engineer,110226.00,109803.00,3201
2012,Harbor,Civil Engineer,110226.00,109803.00,3201
2012,Harbor,Systems Programmer Ii,114631.00,125058.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,111214.00,3201
2012,Harbor,Sr Security Officer,58999.00,69292.00,3201
2012,Harbor,Civil Engrg Assoc Iv,98888.00,109101.00,3201
2012,Harbor,Marine Envrnmtl Supvr,110226.00,109803.00,3201
2012,Harbor,Port Electrical Mechanic,100858.00,111061.00,3201
2012,Harbor,Gardener Caretaker,51447.00,51015.00,3201
2012,Harbor,Clerk Typist,47427.00,45366.00,3201
2012,Harbor,Financial Analyst Ii,98783.00,96738.00,3201
2012,Harbor,Sr Constr Inspector,97128.00,106528.00,3201
2012,Harbor,Civil Engineer,110226.00,108167.00,3201
2012,Harbor,Civil Engrg Assoc Iii,101435.00,63572.00,3201
2012,Harbor,Port Electrical Mechanic,95600.00,95231.00,3201
2012,Harbor,Electrcl Engrg Assc Ii,91079.00,90730.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,22017.00,3201
2012,Harbor,Gardener Caretaker,51447.00,51178.00,3201
2012,Harbor,Harbor Engineer Ii,159769.00,157672.00,3201
2012,Harbor,Financial Analyst I,67442.00,29118.00,3201
2012,Harbor,Pr Civil Engr Draf Tec,83082.00,82800.00,3201
2012,Harbor,Clerk Typist,44955.00,42853.00,3201
2012,Harbor,Environmental Spec Iii,90995.00,90712.00,3201
2012,Harbor,Custodian/Hb,43186.00,42899.00,3201
2012,Harbor,Civil Engrg Assoc Ii,91079.00,90730.00,3201
2012,Harbor,Garage Attendant,48546.00,46436.00,3201
2012,Harbor,Deck Hand,59732.00,59436.00,3201
2012,Harbor,Accounting Clerk Ii,55520.00,16217.00,3201
2012,Harbor,Civil Engrg Assoc Iii,90995.00,90692.00,3201
2012,Harbor,Data Base Architect,119622.00,117493.00,3201
2012,Harbor,Admin Intern,41217.00,1579.00,3201
2012,Harbor,Emergncy Mgt Coord Ii,125447.00,123320.00,3201
2012,Harbor,Admin Intern,42240.00,40094.00,3201
2012,Harbor,Civil Engrg Assoc Ii,91079.00,90730.00,3201
2012,Harbor,Sr Clerk Typist,77081.00,34934.00,3201
2012,Harbor,Sr Dup Machine Operator,60608.00,60364.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,60029.00,3201
2012,Harbor,Geog Info Specialist,73978.00,71739.00,3201
2012,Harbor,Gardener Caretaker,51447.00,51233.00,3201
2012,Harbor,Legislative Rep,129968.00,127720.00,3201
2012,Harbor,Management Analyst Ii,85838.00,83567.00,3201
2012,Harbor,Survey Party Chief Ii,100015.00,99964.00,3201
2012,Harbor,Sr Gardener,57647.00,57592.00,3201
2012,Harbor,Air Cond Mechanic,83907.00,89496.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,60163.00,3201
2012,Harbor,Systems Programmer Iii,124194.00,124125.00,3201
2012,Harbor,Systems Analyst Ii,85838.00,85766.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,63512.00,3201
2012,Harbor,Exec Admin Asst Ii,78780.00,78693.00,3201
2012,Harbor,Pers Records Supv,72140.00,72037.00,3201
2012,Harbor,Tree Surgeon Asst,44788.00,44680.00,3201
2012,Harbor,Civil Engrg Assoc Iii,86193.00,86080.00,3201
2012,Harbor,Management Analyst Ii,85838.00,85722.00,3201
2012,Harbor,Mech Helper,54172.00,54049.00,3201
2012,Harbor,Secretary,65457.00,65310.00,3201
2012,Harbor,Graphics Designer Iii,79260.00,76897.00,3201
2012,Harbor,Harbor Engineer I,148013.00,147860.00,3201
2012,Harbor,Harbor Engineer I,148013.00,147860.00,3201
2012,Harbor,Harbor Engineer I,148013.00,147860.00,3201
2012,Harbor,Sr Systems Analyst I,101498.00,101322.00,3201
2012,Harbor,Harbor Engineer Ii,159769.00,159590.00,3201
2012,Harbor,Info System Mgr I,131126.00,128717.00,3201
2012,Harbor,Harbor Engineer Ii,159769.00,159590.00,3201
2012,Harbor,Security Officer,53636.00,53454.00,3201
2012,Harbor,Sr Clerk Typist,75123.00,74940.00,3201
2012,Harbor,Warehouse & T/R Wkr Ii,53893.00,53710.00,3201
2012,Harbor,Sr Clerk Typist,58610.00,56172.00,3201
2012,Harbor,Real Estate Assoc Ii,69342.00,66899.00,3201
2012,Harbor,Custodian/Hb,43186.00,43243.00,3201
2012,Harbor,Video Production Coord,67714.00,67746.00,3201
2012,Harbor,Sr Accountant Ii,84668.00,82181.00,3201
2012,Harbor,Clerk Typist,47460.00,44965.00,3201
2012,Harbor,Risk Manager I,107464.00,104946.00,3201
2012,Harbor,Telecom Pln & Util Ofcr,119246.00,62666.00,3201
2012,Harbor,Custodial Svcs Asst/Hb,33836.00,31303.00,3201
2012,Harbor,Custodian/Hb,43186.00,43167.00,3201
2012,Harbor,Harbor Plan/Resch Dr I,109996.00,107435.00,3201
2012,Harbor,Custodian/Hb,43186.00,43166.00,3201
2012,Harbor,First Deputy Gm Harbor,252838.00,252804.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,122984.00,3201
2012,Harbor,Sr Roofer,75240.00,75362.00,3201
2012,Harbor,Traf Manager,180967.00,119870.00,3201
2012,Harbor,Financial Analyst Ii,98783.00,96111.00,3201
2012,Harbor,Heavy Duty Equip Mech,78372.00,75506.00,3201
2012,Harbor,Crime & Intel Anlyst I,72767.00,70064.00,3201
2012,Harbor,Custodian/Hb,43186.00,43274.00,3201
2012,Harbor,Clerk Typist,38190.00,38277.00,3201
2012,Harbor,First Deputy Gm Harbor,252838.00,252921.00,3201
2012,Harbor,Maint & Constr Helper,51447.00,51529.00,3201
2012,Harbor,Civil Engrg Assoc Iii,96069.00,26727.00,3201
2012,Harbor,Financial Manager I,118878.00,116098.00,3201
2012,Harbor,Transp Planning Assc Ii,92895.00,90069.00,3201
2012,Harbor,Structrl Engrg Assc Iv,110226.00,110437.00,3201
2012,Harbor,Pr Accountant Ii,102688.00,99819.00,3201
2012,Harbor,Gardener Caretaker,54277.00,54486.00,3201
2012,Harbor,Management Aide,65939.00,66144.00,3201
2012,Harbor,Graphics Designer Ii,70741.00,67842.00,3201
2012,Harbor,Sr Real Estate Officer,104316.00,9992.00,3201
2012,Harbor,Ch Clerk,80868.00,77956.00,3201
2012,Harbor,Systems Programmer Ii,111833.00,9239.00,3201
2012,Harbor,Programmer/Analyst Iv,100850.00,101044.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,118953.00,116000.00,3201
2012,Harbor,Sr Mgmt Analyst I,101372.00,101562.00,3201
2012,Harbor,Wharfinger I,72451.00,69441.00,3201
2012,Harbor,Accounting Clerk Ii,63590.00,63776.00,3201
2012,Harbor,Geog Info Sys Supvr I,78571.00,75598.00,3201
2012,Harbor,St Svcs Worker I,49945.00,50110.00,3201
2012,Harbor,Gardener Caretaker,51447.00,51607.00,3201
2012,Harbor,Dept Chief Acct Iii,144051.00,140600.00,3201
2012,Harbor,Roofer,68460.00,68616.00,3201
2012,Harbor,Comnty Affrs Advocate,132952.00,129865.00,3201
2012,Harbor,Environmental Spec Iii,101435.00,101581.00,3201
2012,Harbor,Real Estate Assoc Ii,73205.00,73577.00,3201
2012,Harbor,Ch Constr Inspector,137693.00,138047.00,3201
2012,Harbor,Deck Hand - Harbor,67624.00,67976.00,3201
2012,Harbor,Environmental Spec Iii,101435.00,98253.00,3201
2012,Harbor,Personnel Dir Iii,144406.00,144743.00,3201
2012,Harbor,Gen Mgr Harbor Dept,317731.00,314522.00,3201
2012,Harbor,Property Manager Ii,139967.00,136715.00,3201
2012,Harbor,Tree Surgeon,62153.00,62469.00,3201
2012,Harbor,Tree Surgeon Asst,44788.00,45109.00,3201
2012,Harbor,Deck Hand,56618.00,56815.00,3201
2012,Harbor,Accounting Rec Supvr Ii,79762.00,80073.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,125901.00,3201
2012,Harbor,Harbor Pln/Econ Anal I,90661.00,87334.00,3201
2012,Harbor,Traf Paint Sign Post Ii,62282.00,58955.00,3201
2012,Harbor,Comnty Affrs Advocate,140264.00,136813.00,3201
2012,Harbor,Safety Engineer,106572.00,103218.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,112668.00,109308.00,3201
2012,Harbor,Gardener Caretaker,51447.00,51737.00,3201
2012,Harbor,Traf Manager,146619.00,143202.00,3201
2012,Harbor,Harbor Engineer I,148013.00,144580.00,3201
2012,Harbor,Traf Paint Sign Post Ii,62282.00,58844.00,3201
2012,Harbor,Management Analyst Ii,85838.00,86109.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,122082.00,3201
2012,Harbor,Security Officer,49444.00,49707.00,3201
2012,Harbor,Sr Mgmt Analyst Ii,125593.00,122027.00,3201
2012,Harbor,Marine Environ Mgr Ii,153934.00,150364.00,3201
2012,Harbor,Programmer/Analyst Iv,100850.00,101092.00,3201
2012,Harbor,Sr Mgmt Analyst I,101372.00,97720.00,3201
2012,Harbor,Custodian/Hb,43186.00,42612.00,3201
2012,Harbor,Roofer,68460.00,69996.00,3201
2012,Harbor,Carpenter,76656.00,78181.00,3201
2012,Harbor,Deck Hand - Harbor,67624.00,69143.00,3201
2012,Harbor,Sr Clerk Typist,60222.00,61741.00,3201
2012,Harbor,Harbor Engineer Ii,159769.00,156050.00,3201
2012,Harbor,Civil Engrg Assoc Ii,91079.00,92562.00,3201
2012,Harbor,Roofer,68460.00,69937.00,3201
2012,Harbor,Accountant Ii,67359.00,68829.00,3201
2012,Harbor,Survey Party Chief Ii,100015.00,101468.00,3201
2012,Harbor,Management Assistant,61011.00,62443.00,3201
2012,Harbor,Roofer,68460.00,69870.00,3201
2012,Harbor,Port Police Sergeant,108403.00,104546.00,3201
