Year,Department Title,Job Class Title,Regular Pay,Actual Earnings,Department #
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73058.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,86889.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73079.00,7031
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,64541.00,7030
2012,Public Works - Sanitation,Sr Env Compliance Insp,87007.00,86115.00,7013
2012,Public Works - Sanitation,Sr Env Compliance Insp,87007.00,91354.00,7025
2012,Public Works - Sanitation,Plumber,88522.00,92887.00,7005
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73167.00,7028
2012,Public Works - Sanitation,Chemist Ii,81453.00,85833.00,7014
2012,Public Works - Sanitation,Clerk Typist,50107.00,54479.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73132.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,63392.00,62497.00,7031
2012,Public Works - Sanitation,Laboratory Tech Ii,58694.00,57797.00,7014
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73166.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73147.00,7031
2012,Public Works - Sanitation,Clerk Typist,47006.00,25114.00,7028
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,56873.00,7030
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,95512.00,7016
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73171.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73179.00,7031
2012,Public Works - Sanitation,Management Assistant,61011.00,60113.00,7024
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73194.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73194.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73195.00,7031
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,95276.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73201.00,7031
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,77146.00,7025
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,82495.00,7025
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,84931.00,7006
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73226.00,7031
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70240.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73240.00,7028
2012,Public Works - Sanitation,Heavy Duty Truck Oper,65794.00,70277.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73254.00,7028
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,95310.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73257.00,7028
2012,Public Works - Sanitation,Sr Clerk Typist,63534.00,62621.00,7006
2012,Public Works - Sanitation,W/Wtr Coll Supervisor,89593.00,94100.00,7004
2012,Public Works - Sanitation,Commun Info Rep Ii,60222.00,64734.00,7030
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70288.00,7004
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,64500.00,7014
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73646.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,92379.00,96923.00,7012
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73295.00,7031
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,57018.00,7028
2012,Public Works - Sanitation,Welder,86513.00,91066.00,7007
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,95637.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67832.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67832.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73357.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73369.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73376.00,7028
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iii,101435.00,106046.00,7016
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70367.00,7004
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,82695.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73415.00,7028
2012,Public Works - Sanitation,Sr Mgmt Analyst I,101372.00,100435.00,7006
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73443.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73462.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73461.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,63392.00,68166.00,7028
2012,Public Works - Sanitation,W/Wtr Trmt Oper Iii,108066.00,112785.00,7010
2012,Public Works - Sanitation,Sr Carpenter,88907.00,93644.00,7007
2012,Public Works - Sanitation,Custodian,42665.00,47411.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73523.00,7031
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,82813.00,7013
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,87466.00,7007
2012,Public Works - Sanitation,Systems Analyst Ii,85838.00,90627.00,7008
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,92476.00,97296.00,7007
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70562.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73578.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73573.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73576.00,7028
2012,Public Works - Sanitation,Sr Env Compliance Insp,87007.00,86056.00,7013
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73614.00,7031
2012,Public Works - Sanitation,Plant Equipmnt Trainee,62887.00,67757.00,7007
2012,Public Works - Sanitation,Electric Pump Plt Opr,81766.00,86659.00,7004
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70649.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73682.00,7030
2012,Public Works - Sanitation,Clerk Typist,48766.00,47804.00,7016
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73707.00,7031
2012,Public Works - Sanitation,Laboratory Tech Ii,58694.00,63635.00,7014
2012,Public Works - Sanitation,Clerk Typist,47460.00,46496.00,7006
2012,Public Works - Sanitation,Custodian,42665.00,47626.00,7007
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iii,101435.00,106408.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73748.00,7031
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,84862.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73758.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73774.00,7028
2012,Public Works - Sanitation,Custodian,42665.00,47687.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73777.00,7028
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,87598.00,7007
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,90873.00,7028
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70810.00,7004
2012,Public Works - Sanitation,Sr Gardener,63989.00,63009.00,7011
2012,Public Works - Sanitation,Management Analyst I,72767.00,71788.00,7006
2012,Public Works - Sanitation,Electric Pump Plt Opr,77715.00,82774.00,7004
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,87640.00,7012
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iv,110226.00,115283.00,7025
2012,Public Works - Sanitation,Envrmntl Engineer,116288.00,121356.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73934.00,7031
2012,Public Works - Sanitation,W/Wtr Coll Worker I,60184.00,59185.00,7004
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,95895.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73859.00,7031
2012,Public Works - Sanitation,W/Wtr Coll Supervisor,89593.00,88608.00,7025
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iii,101435.00,106543.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73873.00,7028
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,77059.00,7013
2012,Public Works - Sanitation,Gardener Caretaker,51447.00,50461.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73915.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73907.00,7031
2012,Public Works - Sanitation,Ref Coll Supervisor,83771.00,88921.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73931.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73922.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73923.00,7028
2012,Public Works - Sanitation,Sr Carpenter,88907.00,94106.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73949.00,7031
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,70681.00,7014
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,72543.00,77724.00,7030
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73956.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,87563.00,86572.00,7005
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,94884.00,100080.00,7007
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,70965.00,7004
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,83258.00,7013
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,96032.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74000.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73992.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67765.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,73997.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74012.00,7031
2012,Public Works - Sanitation,Maintenance Laborer,56806.00,62060.00,7030
2012,Public Works - Sanitation,Pr Clerk,69530.00,71957.00,7030
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74077.00,7031
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,84837.00,7006
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74862.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74034.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74062.00,7031
2012,Public Works - Sanitation,Commun Info Rep Ii,60222.00,65522.00,7030
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74056.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74072.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74125.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74090.00,7028
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,64748.00,7004
2012,Public Works - Sanitation,Clerk Typist,47460.00,52805.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,87944.00,7007
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,69374.00,74732.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74118.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74219.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,87967.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74145.00,7031
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,71146.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67740.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74165.00,7031
2012,Public Works - Sanitation,Sr Mgmt Analyst I,101372.00,78533.00,7025
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,96499.00,7013
2012,Public Works - Sanitation,W/Wtr Coll Supervisor,89593.00,95021.00,7004
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,70848.00,7014
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,88028.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74212.00,7031
2012,Public Works - Sanitation,Maintenance Laborer,56806.00,62258.00,7030
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,96533.00,7025
2012,Public Works - Sanitation,W/Wtr Coll Supervisor,89593.00,95067.00,7004
2012,Public Works - Sanitation,Management Assistant,61011.00,59982.00,7006
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,69374.00,74850.00,7004
2012,Public Works - Sanitation,Management Assistant,61011.00,59982.00,7006
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74244.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,82585.00,88072.00,7012
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,77017.00,7013
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,70925.00,7014
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,90047.00,7013
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74269.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,74434.00,79963.00,7030
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74292.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74294.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74295.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74306.00,7028
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,92379.00,97933.00,7004
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,96662.00,7008
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74339.00,7031
2012,Public Works - Sanitation,Shift Supt W/W Trmt Ii,127610.00,133205.00,7005
2012,Public Works - Sanitation,Systems Programmer Ii,114631.00,120235.00,7008
2012,Public Works - Sanitation,Sr Env Compliance Insp,87007.00,92632.00,7025
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,96440.00,7011
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,71382.00,7004
2012,Public Works - Sanitation,Clerk Typist,48766.00,47723.00,7006
2012,Public Works - Sanitation,Clerk Typist,48766.00,54395.00,7030
2012,Public Works - Sanitation,W/Wtr Trmt Mech Ii,88025.00,93651.00,7007
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,71047.00,7014
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74452.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74439.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74464.00,7031
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,63997.00,69700.00,7004
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,71455.00,7004
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,92379.00,98082.00,7007
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,58194.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74474.00,7028
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iii,101435.00,107149.00,7030
2012,Public Works - Sanitation,Exec Admin Asst Ii,78780.00,77729.00,7001
2012,Public Works - Sanitation,Gardener Caretaker,50070.00,49020.00,7004
2012,Public Works - Sanitation,Envrmntl Engineer,110226.00,115955.00,7030
2012,Public Works - Sanitation,W/Wtr Trmt Elec Ii,94163.00,99904.00,7007
2012,Public Works - Sanitation,Gardener Caretaker,50070.00,49020.00,7004
2012,Public Works - Sanitation,Envrmntl Engrg Assc Ii,91079.00,96827.00,7011
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,67517.00,66466.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74549.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74511.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74521.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74536.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74537.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,45644.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74541.00,7031
2012,Public Works - Sanitation,Commun Info Rep Ii,60222.00,59166.00,7030
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67701.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74621.00,7028
2012,Public Works - Sanitation,Secretary,67257.00,66194.00,7016
2012,Public Works - Sanitation,Sr Photographer I,80952.00,79889.00,7020
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74632.00,7031
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,51413.00,7011
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,51413.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74655.00,7028
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,51413.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74685.00,7031
2012,Public Works - Sanitation,Civil Engrg Assoc Iii,101435.00,107352.00,7026
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74700.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74684.00,7028
2012,Public Works - Sanitation,Ref Coll Supervisor,95943.00,101869.00,7031
2012,Public Works - Sanitation,Solid Resource Supt,116840.00,122786.00,7030
2012,Public Works - Sanitation,Custodian,39321.00,45266.00,7007
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76980.00,7025
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74728.00,7031
2012,Public Works - Sanitation,Ref Coll Supervisor,95943.00,101907.00,7031
2012,Public Works - Sanitation,Custodian,42665.00,48648.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74734.00,7031
2012,Public Works - Sanitation,Maintenance Laborer,48379.00,25075.00,7011
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74749.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74787.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74779.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74803.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74812.00,7031
2012,Public Works - Sanitation,Chemist Ii,81453.00,87495.00,7014
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,71467.00,7014
2012,Public Works - Sanitation,Sr Clerk Typist,68502.00,67428.00,7030
2012,Public Works - Sanitation,W/Wtr Trmt Mech Ii,88025.00,94072.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74818.00,7028
2012,Public Works - Sanitation,W/Wtr Trmt Mech I,84856.00,90931.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,67683.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74838.00,7028
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,74854.00,7031
2012,Public Works - Sanitation,Plumber,88522.00,94617.00,7007
2012,Public Works - Sanitation,Clerk Typist,48766.00,51187.00,7030
2012,Public Works - Sanitation,Maintenance Laborer,52477.00,54895.00,7030
2012,Public Works - Sanitation,Geog Info Specialist,73978.00,72891.00,7030
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,59132.00,7026
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,59129.00,7025
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,64658.00,7004
2012,Public Works - Sanitation,Clerk Typist,47460.00,46360.00,7006
2012,Public Works - Sanitation,Chemist Ii,81453.00,80351.00,7014
2012,Public Works - Sanitation,Delivery Driver I,47371.00,46266.00,7008
2012,Public Works - Sanitation,Data Base Architect,119622.00,193687.00,7008
2012,Public Works - Sanitation,Commun Info Rep Ii,61878.00,60758.00,7030
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,84722.00,7024
2012,Public Works - Sanitation,Management Assistant,61011.00,59895.00,7006
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76930.00,7011
2012,Public Works - Sanitation,Accounting Clerk Ii,63590.00,62469.00,7006
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76921.00,7013
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,44771.00,7031
2012,Public Works - Sanitation,Sanitation Wstwater Mgr I,126291.00,190439.00,7020
2012,Public Works - Sanitation,Environmental Spec Ii,91079.00,67158.00,7026
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,60578.00,34826.00,7004
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,44532.00,7031
2012,Public Works - Sanitation,W/Wtr Trmt Elec Ii,94163.00,155332.00,7007
2012,Public Works - Sanitation,W/Wtr Trmt Elec I,90356.00,150671.00,7007
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7006
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7013
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7020
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7024
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7006
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7013
2012,Public Works - Sanitation,Clerk Typist,48766.00,47635.00,7006
2012,Public Works - Sanitation,Pr Clerk,67714.00,66570.00,7006
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,87563.00,86416.00,7007
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,68761.00,44009.00,7031
2012,Public Works - Sanitation,Clerk Typist,50107.00,48945.00,7006
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,59045.00,7006
2012,Public Works - Sanitation,Secretary,65457.00,64276.00,7024
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76868.00,7013
2012,Public Works - Sanitation,Management Analyst Ii,85838.00,84656.00,7013
2012,Public Works - Sanitation,Laboratory Tech Ii,65417.00,64234.00,7025
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,60578.00,35843.00,7004
2012,Public Works - Sanitation,Management Analyst I,72767.00,71578.00,7024
2012,Public Works - Sanitation,W/Wtr Trmt Elec I,90356.00,138714.00,7007
2012,Public Works - Sanitation,Sr Mgmt Analyst Ii,125593.00,124400.00,7025
2012,Public Works - Sanitation,Sr Mgmt Analyst I,101372.00,100178.00,7024
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76848.00,7013
2012,Public Works - Sanitation,W/Wtr Trmt Elec Supvr,98325.00,97113.00,7004
2012,Public Works - Sanitation,W/Wtr Trmt Elec Supvr,98325.00,144548.00,7007
2012,Public Works - Sanitation,Systems Analyst Ii,85838.00,84629.00,7008
2012,Public Works - Sanitation,Geog Info Specialist,73978.00,72767.00,7030
2012,Public Works - Sanitation,Accountant Ii,67359.00,66138.00,7024
2012,Public Works - Sanitation,Clerk Typist,48766.00,47547.00,7013
2012,Public Works - Sanitation,Systems Analyst Ii,85838.00,84619.00,7008
2012,Public Works - Sanitation,Office Engrg Tech I,55165.00,53946.00,7016
2012,Public Works - Sanitation,Maintenance Laborer,45832.00,44612.00,7011
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,59002.00,7006
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76826.00,7025
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,58979.00,7024
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,66272.00,40966.00,7031
2012,Public Works - Sanitation,Ref Coll Truck Oper Ii,66272.00,40961.00,7031
2012,Public Works - Sanitation,Office Engrg Tech I,55165.00,53894.00,7016
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,63997.00,38316.00,7004
2012,Public Works - Sanitation,Solid Resources Mgr I,143786.00,142524.00,7011
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,89971.00,88700.00,7012
2012,Public Works - Sanitation,Systems Programmer Ii,114631.00,113349.00,7008
2012,Public Works - Sanitation,Env Compliance Insp,78049.00,76758.00,7011
2012,Public Works - Sanitation,Civil Engrg Assoc Ii,93583.00,130997.00,7030
2012,Public Works - Sanitation,Sr Civil Engineer,116322.00,115022.00,7016
2012,Public Works - Sanitation,W/Wtr Trmt Elec I,85645.00,59746.00,7005
2012,Public Works - Sanitation,Sr Systems Analyst I,101498.00,100189.00,7008
2012,Public Works - Sanitation,W/Wtr Coll Worker Ii,65757.00,64440.00,7004
2012,Public Works - Sanitation,Gardener Caretaker,50070.00,48705.00,7012
2012,Public Works - Sanitation,W/Wtr Coll Worker I,49784.00,48464.00,7004
2012,Public Works - Sanitation,W/Wtr Trmt Oper Ii,102465.00,137499.00,7007
2012,Public Works - Sanitation,Envrmntl Engrg Assc Iv,110226.00,145120.00,7030
2012,Public Works - Sanitation,Pub Relations Spec Ii,69656.00,68331.00,7026
2012,Public Works - Sanitation,Civil Engrg Assoc Ii,91079.00,125866.00,7025
2012,Public Works - Sanitation,Painter,77522.00,76189.00,7007
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,58879.00,7006
2012,Public Works - Sanitation,Management Assistant,61011.00,59662.00,7016
2012,Public Works - Sanitation,Accounting Clerk I,58610.00,57254.00,7006
2012,Public Works - Sanitation,Accounting Clerk I,58610.00,57254.00,7006
2012,Public Works - Sanitation,Ref Crew Field Instr,77707.00,51348.00,7020
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,58864.00,7006
2012,Public Works - Sanitation,Mech Helper,57151.00,55793.00,7007
2012,Public Works - Sanitation,W/Wtr Trmt Oper I,87786.00,86410.00,7007
2012,Public Works - Sanitation,Management Assistant,61011.00,59632.00,7006
2012,Public Works - Sanitation,Equipmnt Operator,90816.00,64228.00,7011
2012,Public Works - Sanitation,Sr Mgmt Analyst I,101372.00,99989.00,7026
2012,Public Works - Sanitation,Shift Supt W/W Trmt Ii,127702.00,159126.00,7007
2012,Public Works - Sanitation,Gardener Caretaker,55692.00,54305.00,7011
2012,Public Works - Sanitation,Civil Engrg Assoc Iv,110226.00,141029.00,7025
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,58829.00,7006
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,58829.00,7006
2012,Public Works - Sanitation,Accounting Clerk I,60222.00,58829.00,7006
2012,Public Works - Sanitation,Sr Clerk Typist,68502.00,41611.00,7030
2012,Public Works - Sanitation,Environmental Spec I,75627.00,48200.00,7023
2012,Public Works - Sanitation,Sr Clerk Typist,60222.00,58829.00,7006
2012,Public Works - Sanitation,W/Wtr Trmt Oper Ii,100934.00,130196.00,7007
